departamento,provincia,distrito,varon_urbano,mujer_urbano,varon_rural,mujer_rural,lon,lat
Arequipa,Caylloma,Tapay,0,0,525,247,-71.92997722475275,-15.434204107983163
Arequipa,Caylloma,Tisco,0,0,833,608,-71.3736625669666,-15.195519482787859
Arequipa,Caylloma,Tuti,0,0,316,305,-71.59326175069114,-15.488647920265265
Arequipa,Caylloma,Yanque,0,0,1116,1001,-71.47328205493181,-15.795034420552042
Arequipa,Caylloma,Majes,24838,25494,5112,4664,-72.29013120620417,-16.335065858602462
Arequipa,Condesuyos,Chuquibamba,1367,1463,226,234,-72.77777044972731,-16.031436046136577
Arequipa,Condesuyos,Andaray,0,0,467,210,-72.8068115537056,-15.77713729579952
Arequipa,Condesuyos,Cayarani,0,0,2052,1160,-72.36101805132252,-15.018276732685024
Arequipa,Condesuyos,Chichas,0,0,387,288,-72.96741939864377,-15.531288670285846
Arequipa,Condesuyos,Iray,0,0,286,309,-72.6051615360901,-15.913941421709211
Arequipa,Condesuyos,Río Grande,0,0,1908,1355,-73.17462888973452,-15.843385670412317
Arequipa,Condesuyos,Salamanca,0,0,230,248,-72.71822053487828,-15.414441108070633
Arequipa,Condesuyos,Yanaquihua,0,0,2217,1711,-73.01649753127299,-15.695783171106399
Arequipa,Islay,Mollendo,11843,12043,107,80,-71.94220574660349,-16.87322329611817
Arequipa,Islay,Cocachacra,3768,3751,468,360,-71.56219345445001,-16.899726921610096
Arequipa,Islay,Dean Valdivia,3282,3355,134,83,-71.83147539656755,-17.108180109574363
Arequipa,Islay,Islay,2723,2409,NA,NA,-72.1022554673307,-16.900128359636057
Arequipa,Islay,Mejía,0,0,651,521,-71.89212089207182,-17.047969859621304
Arequipa,Islay,Punta De Bombón,3217,3184,33,22,-71.56007523786761,-17.210989921947288
Arequipa,La Unión,Cotahuasi,1058,1132,366,369,-72.85071410842156,-15.289339545633453
Arequipa,La Unión,Alca,0,0,911,938,-72.70331581649047,-15.188304420312704
Arequipa,La Unión,Charcana,0,0,293,284,-73.04542845875994,-15.20821954549558
Arequipa,La Unión,Huaynacotas,0,0,989,924,-72.77411058437085,-14.929059482808839
Arequipa,La Unión,Pampamarca,0,0,546,576,-72.91858797159392,-14.992649482587495
Arequipa,La Unión,Puyca,0,0,1164,1178,-72.53774584944127,-14.943483295417707
Arequipa,La Unión,Quechualla,0,0,144,121,-73.08799826290574,-15.290287045710528
Arequipa,La Unión,Sayla,0,0,177,142,-73.25664530063136,-15.343500107893618
Arequipa,La Unión,Tauría,0,0,152,149,-73.17137054352801,-15.424133295565099
Arequipa,La Unión,Tomepampa,0,0,315,343,-72.78166412526669,-15.212000857903206
Arequipa,La Unión,Toro,0,0,267,289,-72.98154172326292,-15.36961560802385
Ayacucho,Huamanga,Ayacucho,46684,50516,1081,1146,-74.24904573227894,-13.145933663357852
Ayacucho,Huamanga,Acocro,0,0,3666,3737,-74.02131996850875,-13.34699251709094
Ayacucho,Huamanga,Acos Vinchos,0,0,2186,2197,-74.07358643332492,-13.110631821001675
Ayacucho,Huamanga,Carmen Alto,13331,14313,317,291,-74.23709787821402,-13.187318669321087
Ayacucho,Huamanga,Chiara,1179,1216,1657,1646,-74.16874426230115,-13.364269664963018
Ayacucho,Huamanga,Ocros,0,0,2689,2684,-73.89124810533899,-13.356131888625697
Ayacucho,Huamanga,Pacaycasa,0,0,1556,1558,-74.24385844307088,-13.038365209336888
Ayacucho,Huamanga,Quinua,1009,1106,1446,1522,-74.15309663584137,-13.06709608411694
Ayacucho,Huamanga,San José De Ticllas,0,0,693,710,-74.31335753099273,-13.09964501895243
Ayacucho,Huamanga,San Juan Bautista,23431,25548,27,28,-74.22898816506832,-13.221663325002424
Ayacucho,Huamanga,Santiago De Pischa,0,0,690,737,-74.3603333932964,-13.076116247366855
Ayacucho,Huamanga,Socos,0,0,2875,3077,-74.27243839622193,-13.29234167502824
Ayacucho,Huamanga,Tambillo,0,0,2539,2508,-74.14733284529723,-13.18843583189809
Ayacucho,Huamanga,Vinchos,0,0,6504,7130,-74.48965817487945,-13.306338947734218
Ayacucho,Huamanga,Jesús Nazareno,8485,9105,473,429,-74.20732851628533,-13.123245405800787
Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,12073,12958,2992,449,-74.19522459465878,-13.15024297583264
Ayacucho,Cangallo,Cangallo,1088,1203,1469,1719,-74.11843432022411,-13.60393173181393
Ayacucho,Cangallo,Chuschi,1506,1661,2634,2520,-74.42930691979801,-13.498046668369
Ayacucho,Cangallo,Los Morochucos,1317,1410,2279,2457,-74.21482453626999,-13.499320543658115
Ayacucho,Cangallo,María Parado De Bellido,0,0,961,1106,-74.2899901329168,-13.566501543561344
Ayacucho,Cangallo,Paras,0,0,1977,2127,-74.72502246994615,-13.474114981171397
Ayacucho,Cangallo,Totos,0,0,1399,1610,-74.49220767683974,-13.554991293363457
Ayacucho,Huanca Sancos,Sancos,1477,1546,100,79,-74.54614759912994,-13.970347356795031
Ayacucho,Huanca Sancos,Carapo,0,0,854,972,-74.30372220498478,-13.825937168815244
Ayacucho,Huanca Sancos,Sacsamarca,0,0,629,684,-74.22136088208121,-13.98347854325013
Ayacucho,Huanca Sancos,Santiago De Lucanamarca,0,0,986,1082,-74.52858213577358,-13.821637730896498
Ayacucho,Huanta,Huanta,15960,17669,2744,3144,-74.18959007499798,-12.904069731033218
Ayacucho,Huanta,Ayahuanco,0,0,570,626,-74.29944418318424,-12.53016654315141
Ayacucho,Huanta,Huamanguilla,0,0,1942,2220,-74.1539128778794,-12.991243111030712
Ayacucho,Huanta,Iguaín,0,0,1245,1422,-74.22063481635723,-12.979138980929179
Ayacucho,Huanta,Luricocha,975,1145,1603,1767,-74.27074221522605,-12.859894980868631
Ayacucho,Huanta,Santillana,0,0,1839,2013,-74.26373039862281,-12.664746447790293
Ayacucho,Huanta,Sivia,2083,2034,3563,3117,-74.00129746933527,-12.611258792459267
Ayacucho,Huanta,Llochegua,2523,2384,2808,2343,-74.16182814693312,-12.462723917424825
Ayacucho,Huanta,Canayre,0,0,1964,1556,-74.04165760653098,-12.319119620024395
Ayacucho,Huanta,Uchuraccay,0,0,1746,1776,-74.07083943388785,-12.779473311943747
Ayacucho,Huanta,Pucacolpa,0,0,1259,1264,-74.38837391612111,-12.342817229881206
Ayacucho,Huanta,Chaca,0,0,995,1167,-74.20206477647761,-12.78879331231147
Ayacucho,La Mar,San Miguel,2228,2448,2822,2828,-73.94263288790717,-13.075810415368323
Ayacucho,La Mar,Anco,1302,1146,2918,2603,-73.6629547973667,-13.049150172942092
Ayacucho,La Mar,Ayna,3548,3351,1283,1116,-73.83798706974463,-12.679588168159398
Ayacucho,La Mar,Chilcas,0,0,785,858,-73.84702382511001,-13.181192356242178
Ayacucho,La Mar,Chungui,0,0,2115,2103,-73.59383958527928,-13.221273768369656
Ayacucho,La Mar,Luis Carranza,0,0,648,630,-73.87349367950225,-13.245605168243884
Ayacucho,La Mar,Santa Rosa,4242,4019,1545,1473,-73.80843009183249,-12.800384917879597
Ayacucho,La Mar,Tambo,3053,3449,1762,1909,-74.02373297465738,-12.930646793364787
Ayacucho,La Mar,Samugari,2808,2590,2113,1899,-73.69015671376229,-12.85432004258584
Ayacucho,La Mar,Anchihuay,0,0,2125,1914,-73.66075541751704,-12.938901355213318
Ayacucho,La Mar,Oronccoy,0,0,523,497,-73.40971513627366,-13.342111981332835
Ayacucho,Lucanas,Puquio,6327,6762,483,347,-74.00538179942075,-14.700022232340103
Ayacucho,Lucanas,Aucará,1006,1158,366,373,-74.17685145898827,-14.15969141942341
Ayacucho,Lucanas,Cabana,1063,1082,26,18,-74.09118089393249,-14.370469607136613
Ayacucho,Lucanas,Carmen Salcedo,0,0,847,834,-73.9580380634826,-14.446308544503694
Ayacucho,Lucanas,Chaviña,0,0,1203,960,-73.89717381777983,-14.947829607800088
Ayacucho,Lucanas,Chipao,0,0,1274,1280,-73.70666343395206,-14.473997981871321
Ayacucho,Lucanas,Huac-Huas,0,0,858,702,-74.99151581017992,-14.163773982233465
Ayacucho,Lucanas,Laramate,0,0,799,778,-74.86695481003592,-14.307065669445052
Ayacucho,Lucanas,Leoncio Prado,0,0,564,530,-74.63970198492663,-14.691122544519772
Ayacucho,Lucanas,Llauta,0,0,487,406,-74.90290190086894,-14.231803544647818
Ayacucho,Lucanas,Lucanas,0,0,1393,1333,-74.29648882956718,-14.506942419207235
Ayacucho,Lucanas,Ocaña,0,0,1162,1129,-74.9179429030491,-14.45669316950412
Ayacucho,Lucanas,Otoca,0,0,1052,814,-74.64212979060594,-14.480040044212643
Ayacucho,Lucanas,Saisa,0,0,463,328,-74.3477685543808,-14.933901357611518
Ayacucho,Lucanas,San Cristóbal,0,0,831,887,-74.22376802247558,-14.823591857228365
Ayacucho,Lucanas,San Juan,0,0,618,349,-74.18925479720116,-14.67300285734595
Ayacucho,Lucanas,San Pedro,0,0,1349,1304,-74.2146878841748,-14.983579857524376
Ayacucho,Lucanas,San Pedro De Palco,0,0,496,431,-74.45704242757506,-14.286421919835703
Ayacucho,Lucanas,Sancos,1296,1110,1487,885,-74.19046751282453,-15.179188483311805
Ayacucho,Lucanas,Santa Ana De Huaycahuacho,0,0,392,404,-73.92569142766678,-14.22196785728076
Ayacucho,Lucanas,Santa Lucía,0,0,691,591,-74.55753467881748,-14.933901357611518
Ayacucho,Parinacochas,Coracora,5227,5624,1129,1144,-73.77871344416371,-14.808176795222863
Ayacucho,Parinacochas,Chumpi,0,0,1083,1103,-73.69033164340877,-15.108712920065159
Ayacucho,Parinacochas,Coronel Castañeda,0,0,1196,526,-73.19596850184217,-14.793146420021202
Ayacucho,Parinacochas,Pacapausa,0,0,317,313,-73.37003406544395,-14.965911482528838
Ayacucho,Parinacochas,Pullo,3014,2356,523,378,-74.05500350650487,-15.36411523343125
Ayacucho,Parinacochas,Puyusca,0,0,1034,1028,-73.5703585610585,-15.273990045554086
Ayacucho,Parinacochas,San Francisco De Ravacayco,0,0,274,242,-73.35439952005856,-14.993883170771682
Ayacucho,Parinacochas,Upahuacho,0,0,583,565,-73.48367337915589,-14.901374607701939
Ayacucho,Páucar Del Sara Sara,Pausa,1366,1351,266,248,-73.36237491203022,-15.306917482555747
Ayacucho,Páucar Del Sara Sara,Colta,0,0,251,217,-73.26089532830136,-15.133149295103834
Ayacucho,Páucar Del Sara Sara,Corculla,0,0,209,236,-73.22022216043875,-15.278043357464924
Ayacucho,Páucar Del Sara Sara,Lampa,0,0,981,972,-73.46590838832054,-15.139007857526565
Ayacucho,Páucar Del Sara Sara,Marcabamba,0,0,329,284,-73.38178435688737,-15.092351295076156
Ayacucho,Páucar Del Sara Sara,Oyolo,0,0,887,566,-73.08408960840976,-15.047361608051716
Ayacucho,Páucar Del Sara Sara,Pararca,0,0,208,211,-73.46170669604311,-15.197681608119694
Ayacucho,Páucar Del Sara Sara,San Javier De Alpabamba,0,0,148,144,-73.29580704031466,-15.071265357809978
Ayacucho,Páucar Del Sara Sara,San José De Ushua,0,0,117,104,-73.19762109114185,-15.229332795172326
Ayacucho,Páucar Del Sara Sara,Sara Sara,0,0,252,262,-73.45050173025078,-15.285423920377582
Ayacucho,Sucre,Querobamba,1118,1151,146,155,-73.81701235690815,-13.967058232101664
Ayacucho,Sucre,Belén,0,0,170,159,-73.75913566943362,-13.785870544689828
Ayacucho,Sucre,Chalcos,0,0,241,237,-73.75562466076107,-13.857466294034197
Ayacucho,Sucre,Chilcayoc,0,0,258,238,-73.7116917638285,-13.873672231538194
Ayacucho,Sucre,Huacaña,0,0,171,203,-73.84693085030625,-14.239763732310365
Ayacucho,Sucre,Morcolla,0,0,613,627,-73.77997091574217,-14.171646482399183
Ayacucho,Sucre,Paico,0,0,275,278,-73.66298603463305,-14.00326266958649
Ayacucho,Sucre,San Pedro De Larcay,0,0,397,411,-73.59509475283804,-14.277902357008145
Ayacucho,Sucre,San Salvador De Quije,0,0,465,513,-73.73369533356667,-14.005963544581874
Ayacucho,Sucre,Santiago De Paucaray,0,0,290,304,-73.65938954255306,-14.088350669247944
Ayacucho,Sucre,Soras,0,0,516,509,-73.68037229935794,-14.200896481837106
Ayacucho,Víctor Fajardo,Huancapi,0,0,860,1027,-74.06729375246934,-13.779976856996285
Ayacucho,Víctor Fajardo,Alcamenca,0,0,745,781,-74.20326692723057,-13.664146793589595
Ayacucho,Víctor Fajardo,Apongo,0,0,294,336,-74.0324781418642,-14.074340231816223
Ayacucho,Víctor Fajardo,Asquipata,0,0,222,238,-73.94487988932934,-14.074340231816223
Ayacucho,Víctor Fajardo,Canaria,1780,1558,429,210,-73.99217644107225,-13.96016466961376
Ayacucho,Víctor Fajardo,Cayara,0,0,510,628,-73.98965807874663,-13.777484481273746
Ayacucho,Víctor Fajardo,Colca,0,0,474,537,-74.02415636463967,-13.726000793801546
Ayacucho,Víctor Fajardo,Huamanquiquia,0,0,517,572,-74.27813021007562,-13.703277543174039
Ayacucho,Víctor Fajardo,Huancaraylla,0,0,596,698,-74.17056860764094,-13.737055731187013
Ayacucho,Víctor Fajardo,Huaya,0,0,986,1106,-73.96973433289779,-13.85968254461369
Ayacucho,Víctor Fajardo,Sarhua,0,0,1264,1352,-74.40046900943213,-13.67829891876005
Ayacucho,Víctor Fajardo,Vilcanchos,0,0,1108,1281,-74.63372217522974,-13.671800856973931
Ayacucho,Vilcas Huamán,Vilcas Huamán,1248,1329,1781,2012,-73.88299748466417,-13.64314141849161
Ayacucho,Vilcas Huamán,Accomarca,0,0,411,475,-73.86260805189477,-13.814888356712231
Ayacucho,Vilcas Huamán,Carhuanca,0,0,388,431,-73.78393189225575,-13.7336744817419
Ayacucho,Vilcas Huamán,Concepción,0,0,757,820,-73.88492190836823,-13.531599355875528
Ayacucho,Vilcas Huamán,Huambalpa,0,0,640,700,-73.90231169383725,-13.7344397310587
Ayacucho,Vilcas Huamán,Independencia,0,0,528,577,-73.8567344278736,-13.881084857080452
Ayacucho,Vilcas Huamán,Saurama,0,0,503,535,-73.73794674794861,-13.706978356366022
Ayacucho,Vilcas Huamán,Vischongo,0,0,1814,1912,-73.99538469649569,-13.565321349300774
Cajamarca,Cajamarca,Cajamarca,87259,95712,17549,18221,-78.58697595692864,-7.04749803770423
Cajamarca,Cajamarca,Asunción,0,0,3720,4219,-78.53280899783607,-7.330752475796061
Cajamarca,Cajamarca,Chetilla,0,0,1641,2019,-78.65326021821406,-7.141641599730008
Cajamarca,Cajamarca,Cospán,0,0,3362,3398,-78.48857473286495,-7.465220600550225
Cajamarca,Cajamarca,Encañada,0,0,9056,10119,-78.43583474915383,-6.960594662513614
Cajamarca,Cajamarca,Jesús,1497,1712,5669,6142,-78.35891303625203,-7.302528350103216
Cajamarca,Cajamarca,Llacanora,0,0,2631,3008,-78.41068732103714,-7.202387475101858
Cajamarca,Cajamarca,Los Baños Del Inca,9786,10512,12413,13438,-78.47221995692675,-7.063878412658568
Cajamarca,Cajamarca,Magdalena,1431,1499,2569,2772,-78.64296528859832,-7.2201396003622165
Cajamarca,Cajamarca,Matara,0,0,1634,1835,-78.25896190570363,-7.265185537282662
Cajamarca,Cajamarca,Namora,0,0,4396,4871,-78.29170725312005,-7.188038725756542
Cajamarca,Cajamarca,San Juan,0,0,2120,2223,-78.48776931885241,-7.2643994133522085
Cajamarca,Cajabamba,Cajabamba,8689,9914,6120,6499,-78.03754777163788,-7.624524600330005
Cajamarca,Cajabamba,Cachachi,0,0,12225,11299,-78.25816453352363,-7.580457975655008
Cajamarca,Cajabamba,Condebamba,0,0,6475,6931,-78.08610925984148,-7.5217371626399085
Cajamarca,Cajabamba,Sitacocha,1172,1337,2539,2487,-77.91738047251184,-7.507255725071616
Cajamarca,Celendín,Celendín,9356,10453,3425,3691,-78.11106748537506,-6.765959225038159
Cajamarca,Celendín,Chumuch,0,0,1356,1244,-78.19925796630787,-6.563774161997912
Cajamarca,Celendín,Cortegana,0,0,3300,3446,-78.2879120033011,-6.499654224562761
Cajamarca,Celendín,Huasmin,0,0,5187,5470,-78.32719105462711,-6.851773287407241
Cajamarca,Celendín,Jorge Chávez,0,0,212,229,-78.0631906549267,-6.958332662522309
Cajamarca,Celendín,José Gálvez,0,0,1223,1335,-78.16049019961125,-6.925270475152246
Cajamarca,Celendín,Miguel Iglesias,0,0,1834,2036,-78.21234604302495,-6.669634787715211
Cajamarca,Celendín,Oxamarca,0,0,2671,2723,-78.03162344882958,-7.052627037707566
Cajamarca,Celendín,Sorochuco,0,0,3502,3850,-78.29769330140144,-6.956563475274123
Cajamarca,Celendín,Sucre,0,0,2449,2606,-78.18419628362834,-7.030782225069572
Cajamarca,Celendín,Utco,0,0,544,508,-78.06284758061807,-6.87554303728129
Cajamarca,Celendín,La Libertad De Pallán,0,0,3121,3313,-78.27418255488257,-6.708821786746
Cajamarca,Chota,Chota,10500,11659,11326,13794,-78.64945027658125,-6.532342975198105
Cajamarca,Chota,Anguía,0,0,1566,1645,-78.57806097758879,-6.33740522477126
Cajamarca,Chota,Chadín,0,0,1674,1775,-78.41866814041954,-6.427713850064067
Cajamarca,Chota,Chiguirip,0,0,1777,1864,-78.70535788868665,-6.429866224946295
Cajamarca,Chota,Chimban,0,0,1095,1104,-78.46135982704317,-6.315843724208463
Cajamarca,Chota,Choropampa,0,0,1166,1170,-78.38006790927517,-6.366102911869831
Cajamarca,Chota,Cochabamba,0,0,2685,2861,-78.86108962532835,-6.507349975121201
Cajamarca,Chota,Conchán,0,0,2710,2933,-78.60264289557087,-6.477239037151804
Cajamarca,Chota,Huambos,0,0,3833,4139,-78.97906292769912,-6.435974598798651
Cajamarca,Chota,Lajas,1020,1141,4210,4722,-78.74301931261314,-6.570494100022643
Cajamarca,Chota,Llama,1466,1608,1986,2015,-79.15255168987031,-6.55422609985456
Cajamarca,Chota,Miracosta,0,0,1633,1570,-79.29188989792601,-6.419523975101299
Cajamarca,Chota,Paccha,0,0,2127,2318,-78.39544195775375,-6.521630849484069
Cajamarca,Chota,Pión,0,0,628,586,-78.49455253556488,-6.130484223917762
Cajamarca,Chota,Querocoto,0,0,3952,4071,-79.08732227995324,-6.379427225036352
Cajamarca,Chota,San Juan De Licupis,0,0,492,466,-79.24867803478826,-6.491974474742165
Cajamarca,Chota,Tacabamba,1455,1564,6213,6472,-78.56927291301724,-6.395200287363338
Cajamarca,Chota,Tocmoche,0,0,452,407,-79.3813813679386,-6.437750662263198
Cajamarca,Chota,Chalamarca,0,0,4261,4873,-78.49056035901555,-6.521630849484069
Cajamarca,Contumazá,Contumazá,1529,1719,2144,2069,-78.73174005695509,-7.323768663193192
Cajamarca,Contumazá,Chilete,0,0,1278,1357,-78.8237858693627,-7.257051225133893
Cajamarca,Contumazá,Cupisnique,0,0,700,638,-79.05068537095832,-7.3641341001086005
Cajamarca,Contumazá,Guzmango,0,0,1296,1383,-78.91778809170289,-7.3622306004618
Cajamarca,Contumazá,San Benito,0,0,1748,1651,-78.96698509063458,-7.500772003425169
Cajamarca,Contumazá,Santa Cruz De Toled,0,0,523,471,-78.87121328400391,-7.347714225131341
Cajamarca,Contumazá,Tantarica,0,0,1259,1202,-78.93887311595942,-7.246315850595977
Cajamarca,Contumazá,Yonán,2186,2310,1129,1101,-79.18256219727668,-7.290764225338705
Cajamarca,Cutervo,Cutervo,10172,11048,14292,15393,-78.81300590617809,-6.408851661924615
Cajamarca,Cutervo,Callayuc,0,0,4823,4538,-78.90947229761557,-6.159152349401381
Cajamarca,Cutervo,Choros,0,0,1483,1395,-78.77391662657013,-5.922124848732722
Cajamarca,Cutervo,Cujillo,0,0,1152,1178,-78.55510148418523,-6.143798787084307
Cajamarca,Cutervo,La Ramada,0,0,1842,1810,-78.54484571856898,-6.208463911979919
Cajamarca,Cutervo,Pimpingos,0,0,2638,2462,-78.77992345542812,-6.064315536432815
Cajamarca,Cutervo,Querocotillo,0,0,6504,6483,-79.10504726317998,-6.205023850020609
Cajamarca,Cutervo,San Andrés De Cutervo,0,0,2102,2070,-78.68765405704193,-6.212948724454037
Cajamarca,Cutervo,San Juan De Cutervo,0,0,944,914,-78.6068892831494,-6.144901349617555
Cajamarca,Cutervo,San Luis De Lucma,0,0,1472,1528,-78.57520717455174,-6.2654140363286785
Cajamarca,Cutervo,Santa Cruz,0,0,1302,1320,-78.85266943494108,-6.085113786422056
Cajamarca,Cutervo,Santo Domingo De La Capilla,0,0,2376,2325,-78.84331221953286,-6.24391134962903
Cajamarca,Cutervo,Santo Tomás,0,0,3555,3433,-78.66806174091134,-6.0942157245759745
Cajamarca,Cutervo,Socota,1276,1422,3114,3242,-78.71328357745281,-6.282854412051421
Cajamarca,Cutervo,Toribio Casanova,0,0,561,554,-78.68749111968401,-5.979126911177957
Cajamarca,Hualgayoc,Bambamarca,8274,9154,19636,22849,-78.47616228824202,-6.701879350151842
Cajamarca,Hualgayoc,Chugur,0,0,1409,1511,-78.70105856430524,-6.710166662611357
Cajamarca,Hualgayoc,Hualgayoc,0,0,8249,6862,-78.60122639357498,-6.772504912671536
Cajamarca,Jaén,Jaén,40289,41298,6587,5979,-78.85702308341361,-5.774607286347134
Cajamarca,Jaén,Bellavista,4000,3805,4039,3603,-78.7125486449796,-5.573939473577809
Cajamarca,Jaén,Chontalí,0,0,5030,4780,-79.16172107978511,-5.607700661706133
Cajamarca,Jaén,Colasay,0,0,5314,4924,-78.98541760704597,-5.86982547391645
Cajamarca,Jaén,Huabal,0,0,3918,3724,-78.91081763131723,-5.616237348974437
Cajamarca,Jaén,Las Pirias,0,0,2184,2091,-78.84760638930288,-5.635465848969716
Cajamarca,Jaén,Pomahuaca,0,0,4231,4113,-79.1786411535998,-5.8635736613453275
Cajamarca,Jaén,Pucará,2123,2218,1277,1216,-79.10789483880609,-6.030208661500495
Cajamarca,Jaén,Sallique,0,0,3582,3451,-79.30807460100274,-5.640540474163515
Cajamarca,Jaén,San Felipe,0,0,2430,2263,-79.31738876664788,-5.802330536425046
Cajamarca,Jaén,San José Del Alto,0,0,3580,3380,-79.05020749487623,-5.532803723263157
Cajamarca,Jaén,Santa Rosa,1389,1321,3848,3445,-78.61682102114321,-5.439193786563948
Cajamarca,San Ignacio,San Ignacio,6564,6655,11233,10207,-79.00259817665234,-5.1567953483765905
Cajamarca,San Ignacio,Chirinos,1432,1412,6276,5472,-78.90180325927889,-5.314972285842259
Cajamarca,San Ignacio,Huarango,2374,2330,6989,6319,-78.71047658756339,-5.00131303561804
Cajamarca,San Ignacio,La Coipa,1227,1146,8976,8213,-78.97955729783764,-5.371431973007105
Cajamarca,San Ignacio,Namballe,0,0,4773,4325,-79.18734082977952,-5.089803345947615
Cajamarca,San Ignacio,San José De Lourdes,1431,1310,7552,6753,-78.86063686646762,-4.956486348466171
Cajamarca,San Ignacio,Tabaconas,0,0,8970,8681,-79.2046355827159,-5.339882643619063
Cajamarca,San Marcos,Pedro Gálvez,4737,5098,5001,5034,-78.19397907498711,-7.327724475554049
Cajamarca,San Marcos,Chancay,0,0,1441,1524,-78.10045435710964,-7.426098287955568
Cajamarca,San Marcos,Eduardo Villanueva,0,0,1298,1366,-78.15983573008401,-7.426098287955568
Cajamarca,San Marcos,Gregorio Pita,0,0,2514,2622,-78.15732918886435,-7.196222100419561
Cajamarca,San Marcos,Ichocán,0,0,909,992,-78.05059683553131,-7.400042974953294
Cajamarca,San Marcos,José Manuel Quiroz,0,0,1734,1810,-78.01231570959891,-7.360028412131442
Cajamarca,San Marcos,José Sabogal,0,0,6004,6019,-77.97493074732168,-7.219094724841625
Cajamarca,San Miguel,San Miguel,2159,2267,4269,4737,-78.92771979588301,-7.072735349856458
Cajamarca,San Miguel,Bolívar,0,0,658,661,-79.15872133418478,-6.960620162340575
Cajamarca,San Miguel,Calquis,0,0,1916,2178,-78.94809531632961,-6.913146474979783
Cajamarca,San Miguel,Catilluc,0,0,1361,1386,-78.74813492723057,-6.838383974840525
Cajamarca,San Miguel,El Prado,0,0,783,844,-79.0119468116344,-7.023176850081512
Cajamarca,San Miguel,La Florida,0,0,1089,1076,-79.18093465151932,-6.85864516229438
Cajamarca,San Miguel,Llapa,0,0,2123,2358,-78.79713369659765,-6.906064412342715
Cajamarca,San Miguel,Nanchoc,0,0,645,645,-79.25903734743102,-6.991050725660415
Cajamarca,San Miguel,Niepos,0,0,1561,1732,-79.12796971839445,-6.9191221003546275
Cajamarca,San Miguel,San Gregorio,0,0,1154,1075,-79.12496410316761,-7.092663787703572
Cajamarca,San Miguel,San Silvestre De Cochán,0,0,1750,1902,-78.73893069519019,-6.937072225302927
Cajamarca,San Miguel,Tongod,0,0,1322,1366,-78.83929780432865,-6.802208974864271
Cajamarca,San Miguel,Unión Agua Blanca,0,0,1508,1518,-79.04141529937165,-7.100898412481683
Cajamarca,San Pablo,San Pablo,1618,1857,4216,4772,-78.76621299618031,-7.083227537370902
Cajamarca,San Pablo,San Bernardino,0,0,2120,2174,-78.78601364511046,-7.174020350009101
Cajamarca,San Pablo,San Luis,0,0,477,481,-78.86291279450572,-7.149973474945853
Cajamarca,San Pablo,Tumbadén,0,0,1583,1804,-78.65877260000886,-6.956128912519262
Cajamarca,Santa Cruz,Santa Cruz,2460,2716,1971,2079,-78.94325082107333,-6.613284162234265
Cajamarca,Santa Cruz,Andabamba,0,0,637,700,-78.81191223199977,-6.6706840366389315
Cajamarca,Santa Cruz,Catache,0,0,4941,4017,-79.0511287003591,-6.731514224801572
Cajamarca,Santa Cruz,Chancaybaños,0,0,1646,1709,-78.87356188652211,-6.570494100022643
Cajamarca,Santa Cruz,La Esperanza,0,0,1144,1177,-78.85344419568258,-6.621048787821252
Cajamarca,Santa Cruz,Ninabamba,0,0,1032,1065,-78.77853869492341,-6.6867219749391325
Cajamarca,Santa Cruz,Pulán,0,0,1939,1957,-78.90297615122145,-6.795939037356646
Cajamarca,Santa Cruz,Saucepampa,0,0,688,758,-78.89621101552208,-6.695750975377166
Cajamarca,Santa Cruz,Sexi,0,0,276,149,-79.04886099360823,-6.606837850136628
Cajamarca,Santa Cruz,Uticyacu,0,0,644,615,-78.79159327025707,-6.616455912810096
Cajamarca,Santa Cruz,Yauyucán,0,0,1360,1484,-78.84377732413763,-6.6867219749391325
Callao,Callao,Callao,221758,229502,NA,NA,-77.12837812337997,-11.988847229615914
Callao,Callao,Bellavista,35673,39178,NA,NA,-77.09433242046384,-12.0566885423423
Callao,Callao,Carmen De La Legua Reynoso,20586,21654,NA,NA,-77.08480894362222,-12.042727105371569
Callao,Callao,La Perla,29085,32332,NA,NA,-77.11582793466162,-12.074992229907451
Callao,Callao,La Punta,1756,2073,NA,NA,-77.15837698740802,-12.066613230216376
Callao,Callao,Ventanilla,154802,160798,NA,NA,-77.13089443550388,-11.895592214409106
Callao,Callao,Mi Perú,22122,23175,NA,NA,-77.11082286558275,-11.853706698405347
Cusco,Cusco,Cusco,53687,58243,1342,1358,-71.98719190340569,-13.502141480844642
Cusco,Cusco,Ccorca,0,0,1107,1139,-72.07821278835776,-13.59471473124978
Cusco,Cusco,Poroy,0,0,1220,1216,-72.03577651009047,-13.49111129325155
Cusco,Cusco,San Jerónimo,28112,27223,875,865,-71.87466875358622,-13.57198841843072
Cusco,Cusco,San Sebastián,53135,57682,856,863,-71.91939172572971,-13.532446543772949
Cusco,Cusco,Santiago,44832,47897,1006,1021,-71.96959987099584,-13.5832843570374
Cusco,Cusco,Saylla,1612,1698,994,1064,-71.8263100609658,-13.530701293779629
Cusco,Cusco,Wanchaq,27621,30920,NA,NA,-71.95496763652739,-13.532446543772949
Cusco,Acomayo,Acomayo,1429,1472,799,832,-71.66821535514131,-13.918553856924916
Cusco,Acomayo,Acopía,0,0,1233,1417,-71.5104785972184,-14.030049607153586
Cusco,Acomayo,Acos,0,0,1145,1097,-71.71566617289268,-13.957507794399135
