departamento,provincia,distrito,varon_urbano,mujer_urbano,varon_rural,mujer_rural,lon,lat
Cusco,Acomayo,Mosoc Llacta,0,0,544,552,-71.4655224011555,-14.092247607041372
Cusco,Acomayo,Pomacanchi,2381,2516,1129,1180,-71.63279754649325,-14.061098606815193
Cusco,Acomayo,Rondocan,0,0,978,960,-71.76922291924274,-13.77311335614641
Cusco,Acomayo,Sangarará,1251,1335,326,364,-71.58505978543535,-13.929542293941665
Cusco,Anta,Anta,5445,5879,5001,5349,-72.168436204495,-13.502156668595319
Cusco,Anta,Ancahuasi,1578,1637,1736,1833,-72.3194570440919,-13.464181668349255
Cusco,Anta,Cachimayo,0,0,1169,1213,-72.05079566285121,-13.460470168963099
Cusco,Anta,Chinchaypujio,0,0,2074,1952,-72.26286911227677,-13.619552355906478
Cusco,Anta,Huarocondo,1164,1204,1071,1094,-72.26265648862072,-13.376561480877598
Cusco,Anta,Limatambo,0,0,3610,3645,-72.44946838075396,-13.449981793225106
Cusco,Anta,Mollepata,0,0,1574,1537,-72.65192403335737,-13.434913918542435
Cusco,Anta,Pucyura,0,0,1568,1422,-72.08792206414809,-13.493171480879084
Cusco,Anta,Zurite,0,0,1721,1730,-72.24717495745749,-13.488489543757368
Cusco,Calca,Calca,6476,7043,3498,3611,-71.97049305043086,-13.296079918453415
Cusco,Calca,Coya,1412,1459,265,307,-71.90705930682785,-13.384828293740725
Cusco,Calca,Lamay,1390,1510,1235,1178,-71.86558872761039,-13.295502980877814
Cusco,Calca,Lares,0,0,2808,2945,-72.03927130972113,-13.059687480792547
Cusco,Calca,Písac,2242,2311,2629,2702,-71.8063447466335,-13.3857672934258
Cusco,Calca,San Salvador,0,0,2542,2690,-71.77689311470402,-13.496032231052595
Cusco,Calca,Taray,1018,1014,1093,1187,-71.89478007185846,-13.44962273080435
Cusco,Calca,Yanatile,1194,1239,3290,2867,-72.12826791633107,-12.779369417764372
Cusco,Canas,Yanaoca,1852,2018,2378,2411,-71.44898053620999,-14.265357731773861
Cusco,Canas,Checca,0,0,2442,2543,-71.49744176194127,-14.488615794433343
Cusco,Canas,Kunturkanki,0,0,2321,2426,-71.28466745998966,-14.531184045157516
Cusco,Canas,Langui,0,0,969,1015,-71.28389638911901,-14.414055606680847
Cusco,Canas,Layo,0,0,2580,2591,-71.09345521664304,-14.53747748195019
Cusco,Canas,Pampamarca,0,0,871,967,-71.44368735321973,-14.155029856892327
Cusco,Canas,Quehue,0,0,1247,1330,-71.52492370362889,-14.346200169202405
Cusco,Canas,Túpac Amaru,0,0,1289,1234,-71.51960957511389,-14.164137294400575
Cusco,Canchis,Sicuani,22700,24686,5074,5367,-71.08747920498699,-14.256161857183912
Cusco,Canchis,Checacupe,1095,1210,1166,1249,-70.92791625555589,-13.978454794503108
Cusco,Canchis,Combapata,0,0,2237,2350,-71.35222556694839,-14.086881544397727
Cusco,Canchis,Marangani,1552,1682,2944,3422,-71.10600678836683,-14.360962982155883
Cusco,Canchis,Pitumarca,1918,2108,1523,1621,-71.15250432649236,-13.879453856510224
Cusco,Canchis,San Pablo,0,0,2037,2187,-71.09715346561259,-14.189661732203149
Cusco,Canchis,San Pedro,0,0,1245,1372,-71.33082875239211,-14.158876982136974
Cusco,Canchis,Tinta,1277,1449,1093,1210,-71.39252131664281,-14.147727856954987
Cusco,Chumbivilcas,Santo Tomás,5649,6076,5038,4965,-72.19611521443545,-14.619321482200604
Cusco,Chumbivilcas,Capacmarca,0,0,1970,1896,-71.99132519307375,-14.023787169092515
Cusco,Chumbivilcas,Chamaca,0,0,3099,3145,-71.87908370278151,-14.34240379449949
Cusco,Chumbivilcas,Colquemarca,0,0,3447,3450,-72.01366956755678,-14.235461232200066
Cusco,Chumbivilcas,Livitaca,0,0,5136,5242,-71.66327535631729,-14.360536231811608
Cusco,Chumbivilcas,Llusco,0,0,2183,2185,-72.15275839981155,-14.416981919679813
Cusco,Chumbivilcas,Quiñota,0,0,1933,1853,-72.20217766354908,-14.361728356928069
Cusco,Chumbivilcas,Velille,2121,1948,3188,1886,-71.8790465926086,-14.562159264888123
Cusco,Espinar,Espinar,15696,14995,2477,1693,-71.35182069658582,-14.88442579511431
Cusco,Espinar,Condoroma,0,0,433,437,-71.07839711774272,-15.28450717036958
Cusco,Espinar,Coporaque,0,0,4838,4789,-71.67578407647164,-14.74998542029087
Cusco,Espinar,Ocoruro,0,0,518,501,-71.12509679748175,-15.08522323256608
Cusco,Espinar,Pallpata,1276,1274,1188,1085,-71.09829639297098,-14.9262705448497
Cusco,Espinar,Pichigua,0,0,1341,1464,-71.32034576777764,-14.673299857102677
Cusco,Espinar,Suyckutambo,0,0,827,816,-71.6565547186167,-14.9815127329762
Cusco,Espinar,Alto Pichigua,0,0,943,991,-71.21657279296002,-14.738695731972399
Cusco,La Convención,Santa Ana,11758,12227,2214,1800,-72.74780487628917,-12.862761168343212
Cusco,La Convención,Echarate,1996,1859,10829,8530,-72.80038173180267,-12.263895750188652
Cusco,La Convención,Huayopata,1265,1240,1188,1080,-72.48120779246815,-13.04820791861053
Cusco,La Convención,Maranura,0,0,2011,2123,-72.61702897191151,-12.939306980482712
Cusco,La Convención,Ocobamba,0,0,2309,2018,-72.4228764770381,-12.864948918058076
Cusco,La Convención,Quelloúno,0,0,7048,6263,-72.3883005675197,-12.505055730537492
Cusco,La Convención,Kimbiri,4965,4848,3156,2993,-73.68639824564795,-12.60389335569377
Cusco,La Convención,Santa Teresa,0,0,3093,2879,-72.6798836422108,-13.230561481277277
Cusco,La Convención,Vilcabamba,0,0,4836,4721,-72.98624124165104,-13.029703668289613
Cusco,La Convención,Pichari,9198,7663,2953,2877,-73.78912188523503,-12.404661042572997
Cusco,La Convención,Inkawasi,0,0,2267,2018,-73.2215908645344,-13.271583818538346
Cusco,La Convención,Villa Virgen,0,0,1083,897,-73.35158600396615,-13.034200031656098
Cusco,La Convención,Villa Kintiarina,0,0,1047,927,-73.46815999115964,-12.914018054439623
Cusco,La Convención,Megantoni,0,0,4399,2570,-72.8921680052054,-11.736185406381367
Cusco,Paruro,Paruro,0,0,1639,1566,-71.85720716159692,-13.73465466947738
Cusco,Paruro,Accha,0,0,1500,1528,-71.8677422161937,-13.959057731429112
Cusco,Paruro,Ccapi,0,0,1544,1535,-72.0188120243429,-13.858187731078885
Cusco,Paruro,Colcha,0,0,505,458,-71.86757643959905,-13.877335919367141
Cusco,Paruro,Huanoquite,0,0,2448,2419,-72.07852610009195,-13.675700168527896
Cusco,Paruro,Omacha,0,0,2695,2748,-71.80480089853151,-14.135642856782368
Cusco,Paruro,Paccaritambo,0,0,1020,1012,-71.94284515068131,-13.772977231613908
Cusco,Paruro,Pillpinto,0,0,509,517,-71.77823138345741,-13.949724606805091
Cusco,Paruro,Yaurisque,0,0,959,965,-71.92567047610419,-13.670842481395368
Cusco,Paucartambo,Paucartambo,1933,2057,4015,3866,-71.47684102713356,-13.337388918213946
Cusco,Paucartambo,Caicay,0,0,1360,1356,-71.67570684711883,-13.548229481105636
Cusco,Paucartambo,Challabamba,0,0,4209,4224,-71.77671614506502,-13.125301543331517
Cusco,Paucartambo,Colquepata,0,0,4011,4159,-71.6830825373562,-13.369175856580483
Cusco,Paucartambo,Huancarani,0,0,3439,3472,-71.6395871506673,-13.504403230824408
Cusco,Paucartambo,Kosñipata,0,0,2332,2071,-71.2799040461121,-13.126568855817993
Cusco,Quispicanchi,Urcos,3302,3667,1757,1888,-71.59209128011193,-13.685178356495896
Cusco,Quispicanchi,Andahuaylillas,2068,2141,791,797,-71.68374426988294,-13.6543251684717
Cusco,Quispicanchi,Camanti,0,0,1179,1040,-70.79974220999759,-13.368406669132412
Cusco,Quispicanchi,Ccarhuayo,0,0,1450,1413,-71.35388138827375,-13.5384830433577
Cusco,Quispicanchi,Ccatca,1754,1926,4612,5003,-71.51799246794553,-13.586536419320254
Cusco,Quispicanchi,Cusipata,0,0,2035,2186,-71.4229080044891,-13.877537981742421
Cusco,Quispicanchi,Huaro,1479,1580,719,727,-71.68466418079596,-13.74605904383975
Cusco,Quispicanchi,Lucre,1978,2041,291,296,-71.77444682163048,-13.63235916859071
Cusco,Quispicanchi,Marcapata,0,0,2167,2140,-70.93104464883584,-13.627587418874214
Cusco,Quispicanchi,Ocongate,2055,2104,5463,5601,-71.27227356882594,-13.699102731505803
Cusco,Quispicanchi,Oropesa,4189,4321,489,445,-71.79530558121611,-13.541294106437817
Cusco,Quispicanchi,Quiquijana,1720,1724,3405,3487,-71.52335837037062,-13.785147418718367
Cusco,Urubamba,Urubamba,6782,7160,3019,3121,-72.12257037391358,-13.230814231241737
Cusco,Urubamba,Chinchero,2037,2104,3099,3237,-72.04149520720156,-13.417297793708173
Cusco,Urubamba,Huayllabamba,1018,1039,1757,1685,-72.0468885355304,-13.327760543464251
Cusco,Urubamba,Machupicchu,2470,2055,472,350,-72.47723447458091,-13.194149418660714
Cusco,Urubamba,Maras,0,0,2934,3012,-72.14392405785586,-13.356610105821659
Cusco,Urubamba,Ollantaytambo,1812,1720,3395,3238,-72.31987966642075,-13.249193355738726
Cusco,Urubamba,Yucay,1534,1620,32,37,-72.06864628776103,-13.288423856325863
Huancavelica,Huancavelica,Huancavelica,17367,18901,1697,1811,-74.98784974968926,-12.823559792750189
Huancavelica,Huancavelica,Acobambilla,0,0,1024,996,-75.39015010527116,-12.70236329303151
Huancavelica,Huancavelica,Acoria,2379,2599,6057,6765,-74.81765229411917,-12.60682323000799
Huancavelica,Huancavelica,Conayca,0,0,406,445,-75.03579557616965,-12.53014079241359
Huancavelica,Huancavelica,Cuenca,0,0,553,584,-75.05386412645382,-12.460789730211843
Huancavelica,Huancavelica,Huachocolpa,0,0,1023,852,-74.97308338632874,-13.0619814804609
Huancavelica,Huancavelica,Huayllahuara,0,0,275,362,-75.18197556890883,-12.390429980758938
Huancavelica,Huancavelica,Izcuchaca,0,0,408,438,-75.01220592060446,-12.487439479798098
Huancavelica,Huancavelica,Laria,0,0,369,377,-75.08582317879669,-12.576089980518134
Huancavelica,Huancavelica,Manta,0,0,448,505,-75.16080127858051,-12.643170917353899
Huancavelica,Huancavelica,Mariscal Cáceres,0,0,247,262,-74.93138996873296,-12.549451981024077
Huancavelica,Huancavelica,Moya,0,0,447,535,-75.1294327127375,-12.455961605143926
Huancavelica,Huancavelica,Nuevo Occoro,0,0,808,878,-75.10911955351713,-12.670447917537302
Huancavelica,Huancavelica,Palca,0,0,954,1051,-74.98158219418545,-12.6699742302265
Huancavelica,Huancavelica,Pilchaca,0,0,245,255,-75.08564027486136,-12.423082667680944
Huancavelica,Huancavelica,Vilca,0,0,867,1024,-75.2332900530848,-12.517325293177691
Huancavelica,Huancavelica,Yauli,2667,3021,6539,7010,-74.83152928261202,-12.815076480245324
Huancavelica,Huancavelica,Ascensión,7240,7675,331,320,-75.23081361914643,-12.834774417805079
Huancavelica,Huancavelica,Huando,0,0,2896,3141,-74.98521559906163,-12.615232418141517
Huancavelica,Acobamba,Acobamba,2709,3034,1571,1666,-74.57114170320028,-12.818207730752135
Huancavelica,Acobamba,Andabamba,0,0,1550,1673,-74.64943748159925,-12.669896481137641
Huancavelica,Acobamba,Anta,0,0,2115,2425,-74.66270549845953,-12.81264941823602
Huancavelica,Acobamba,Caja,0,0,919,923,-74.4741458424187,-12.885977855393662
Huancavelica,Acobamba,Marcas,0,0,767,762,-74.3875329078339,-12.859894980868631
Huancavelica,Acobamba,Paucara,2064,2229,2891,3231,-74.71908151414863,-12.735067168015348
Huancavelica,Acobamba,Pomacocha,0,0,1369,1460,-74.5190837180298,-12.873996418000246
Huancavelica,Acobamba,Rosario,0,0,2291,2559,-74.59942853181407,-12.738276167161331
Huancavelica,Angaraes,Lircay,5442,5817,5571,6161,-74.75420317033497,-13.102957168088778
Huancavelica,Angaraes,Anchonga,0,0,3507,3608,-74.70996176564194,-12.884474543265526
Huancavelica,Angaraes,Callanmarca,0,0,290,335,-74.62397495846328,-12.885111356353946
Huancavelica,Angaraes,Ccochaccasa,0,0,1501,1455,-74.76706121633586,-12.92397679379394
Huancavelica,Angaraes,Chincho,0,0,472,471,-74.36077250664077,-12.969820418127739
Huancavelica,Angaraes,Congalla,0,0,1662,1882,-74.53452463699435,-12.988543981169755
Huancavelica,Angaraes,Huanca-Huanca,0,0,613,724,-74.64103268606101,-12.99285348115319
Huancavelica,Angaraes,Huayllay Grande,0,0,543,568,-74.6768397619422,-12.929120105608348
Huancavelica,Angaraes,Julcamarca,0,0,891,845,-74.43146335687895,-12.99481141811242
Huancavelica,Angaraes,San Antonio De Antaparco,0,0,1153,1170,-74.42902892172546,-13.06508804322857
Huancavelica,Angaraes,Santo Tomás De Pata,0,0,700,736,-74.46267448093037,-13.140030019269943
Huancavelica,Angaraes,Secclla,0,0,1569,1521,-74.54637608454499,-13.116737418197232
Huancavelica,Castrovirreyna,Castrovirreyna,0,0,1378,1551,-75.30869404785268,-13.179396980736044
Huancavelica,Castrovirreyna,Arma,0,0,485,492,-75.50002280705253,-13.120924168365633
Huancavelica,Castrovirreyna,Aurahuá,0,0,701,767,-75.43768167700762,-12.972066605789166
Huancavelica,Castrovirreyna,Capillas,0,0,468,435,-75.58328242065562,-13.33140891853671
Huancavelica,Castrovirreyna,Chupamarca,0,0,439,449,-75.56863744181953,-12.93998241855374
Huancavelica,Castrovirreyna,Cocas,0,0,352,351,-75.35310967524684,-13.248077605996684
Huancavelica,Castrovirreyna,Huachos,0,0,469,450,-75.48681637325382,-13.205691293518356
Huancavelica,Castrovirreyna,Huamatambo,0,0,218,170,-75.6771461226018,-13.106613231015757
Huancavelica,Castrovirreyna,Mollepampa,0,0,567,575,-75.42072123286182,-13.279313480732498
Huancavelica,Castrovirreyna,San Juan,0,0,347,326,-75.66260182063905,-13.259688355882872
Huancavelica,Castrovirreyna,Santa Ana,0,0,468,395,-75.14187362047056,-13.060967355459042
Huancavelica,Castrovirreyna,Tantara,0,0,347,301,-75.61728739023464,-13.137296230886307
Huancavelica,Castrovirreyna,Ticrapo,0,0,745,736,-75.40205011735205,-13.39281604427498
Huancavelica,Churcampa,Churcampa,1545,1761,818,964,-74.37547390132576,-12.704308729863953
Huancavelica,Churcampa,Anco,0,0,2665,2703,-74.56941351230785,-12.64038285578414
Huancavelica,Churcampa,Chinchihuasi,0,0,935,1044,-74.55160070213736,-12.459252855384904
Huancavelica,Churcampa,El Carmen,0,0,1175,1254,-74.49354034964094,-12.681922292879477
Huancavelica,Churcampa,La Merced,0,0,531,547,-74.33088690282713,-12.78681816817388
Huancavelica,Churcampa,Locroja,0,0,1584,1788,-74.44666049752811,-12.681922292879477
Huancavelica,Churcampa,Paucarbamba,0,0,2066,2280,-74.52559774756253,-12.567178105535106
Huancavelica,Churcampa,San Miguel De Mayocc,0,0,391,354,-74.41981068234156,-12.778383792727794
Huancavelica,Churcampa,San Pedro De Coris,0,0,1832,1613,-74.40930192377348,-12.603403355580355
Huancavelica,Churcampa,Pachamarca,0,0,903,953,-74.4626883364726,-12.516104792652015
Huancavelica,Churcampa,Cosme,0,0,1380,1452,-74.64540795831832,-12.572047229795771
Huancavelica,Huaytará,Huaytará,0,0,1047,1099,-75.43870643646477,-13.664945981521782
Huancavelica,Huaytará,Ayaví,0,0,372,373,-75.34644625629336,-13.692037919214556
Huancavelica,Huaytará,Córdova,0,0,534,471,-75.1536478918888,-14.011386732161895
Huancavelica,Huaytará,Huayacundo Arma,0,0,212,236,-75.31138603856155,-13.557943355751235
Huancavelica,Huaytará,Laramarca,0,0,423,422,-75.05041861128826,-13.890903356154894
Huancavelica,Huaytará,Ocoyo,0,0,481,331,-75.0621463703722,-14.05333435714482
Huancavelica,Huaytará,Pilpichaca,0,0,1363,1395,-74.98418188587513,-13.462014731194841
Huancavelica,Huaytará,Querco,0,0,537,495,-74.88000597398221,-13.87774985662054
Huancavelica,Huaytará,Quito-Arma,0,0,354,332,-75.41548547522623,-13.5571921686836
Huancavelica,Huaytará,San Antonio De Cusicancha,0,0,623,735,-75.25057286341523,-13.458800105890134
Huancavelica,Huaytará,San Francisco De Sangayaico,0,0,479,441,-75.27204189106781,-13.770830106074499
Huancavelica,Huaytará,San Isidro,0,0,557,497,-75.24377804991514,-13.972972793959201
Huancavelica,Huaytará,Santiago De Chocorvos,0,0,814,857,-75.11216739834069,-13.799561355871816
Huancavelica,Huaytará,Santiago De Quirahuara,0,0,197,179,-74.90209709643118,-14.050956044685677
Huancavelica,Huaytará,Santo Domingo De Capillas,0,0,366,358,-75.18009176788671,-13.686372731716148
Huancavelica,Huaytará,Tambo,0,0,345,322,-75.17591491924088,-13.57151473067023
Huancavelica,Tayacaja,Pampas,3851,4269,947,994,-74.84043439302883,-12.448579292600243
Huancavelica,Tayacaja,Acostambo,0,0,1593,1673,-74.99970600824682,-12.432223292420957
Huancavelica,Tayacaja,Acraquia,0,0,1668,1854,-74.93072118683062,-12.416994104993904
Huancavelica,Tayacaja,Ahuaycha,0,0,1864,2009,-74.88338680736817,-12.401403667095536
Huancavelica,Tayacaja,Colcabamba,1465,1462,3992,4149,-74.71448309256141,-12.392358917729808
Huancavelica,Tayacaja,Daniel Hernández,2667,2753,1793,1876,-74.83823635853281,-12.363376962576694
Huancavelica,Tayacaja,Huachocolpa,0,0,1619,1599,-74.53594887779141,-12.067914104951939
Huancavelica,Tayacaja,Huaribamba,0,0,1430,1573,-74.86676961561047,-12.25276823976239
Huancavelica,Tayacaja,Ñahuimpuquio,0,0,722,758,-75.09872101659916,-12.354519480389683
Huancavelica,Tayacaja,Pazos,1395,1550,1078,1136,-75.0186202919827,-12.225706655088004
Huancavelica,Tayacaja,Quishuar,0,0,350,381,-74.75922766285652,-12.239392730440102
Huancavelica,Tayacaja,Salcabamba,0,0,1904,1924,-74.77019821948167,-12.195389417587506
Huancavelica,Tayacaja,Salcahuasi,0,0,1252,1364,-74.75388770182258,-12.112648480293103
Huancavelica,Tayacaja,San Marcos De Rocchac,0,0,876,937,-74.94788272029436,-12.088926667431735
Huancavelica,Tayacaja,Surcubamba,0,0,2296,2305,-74.65142235135627,-12.190954042644904
Huancavelica,Tayacaja,Tintay Puncu,0,0,1541,1469,-74.54691938843864,-12.181004399033725
Huancavelica,Tayacaja,Quichuas,0,0,2022,1923,-74.71000627086417,-12.478363293281319
Huancavelica,Tayacaja,Andaymarca,0,0,1232,1141,-74.6090189324332,-12.329072677462051
Huancavelica,Tayacaja,Roble,0,0,679,621,-74.4443221838983,-12.21879656980579
Huancavelica,Tayacaja,Pichos,0,0,940,974,-74.93095207347913,-12.176402248414973
Huancavelica,Tayacaja,Santiago De Tucuma,0,0,746,787,-74.87816653654508,-12.32531602491457
Huánuco,Huánuco,Huánuco,40634,43978,2426,2464,-76.22598332967992,-9.878331040245257
Huánuco,Huánuco,Amarilis,36620,39713,2568,2560,-76.18593556601724,-9.964626415276797
Huánuco,Huánuco,Chinchao,1654,1842,4879,4760,-76.15261246218091,-9.659717424219707
Huánuco,Huánuco,Churubamba,1464,1469,6132,6605,-76.26255714954648,-9.699219478246278
Huánuco,Huánuco,Margos,0,0,2097,2267,-76.5446995663426,-10.08692704055045
Huánuco,Huánuco,Quisqui (Kichki),0,0,1713,1740,-76.42742671040278,-9.854300290475976
Huánuco,Huánuco,San Francisco De Cayrán,0,0,2420,2368,-76.33377814545764,-9.997180478046602
Huánuco,Huánuco,San Pedro De Chaulán,0,0,1372,1417,-76.42011911938101,-10.106019540569292
Huánuco,Huánuco,Santa María Del Valle,0,0,9489,9737,-76.36706289454233,-9.785145602887212
Huánuco,Huánuco,Yarumayo,0,0,757,788,-76.44700633427557,-9.972439727911052
Huánuco,Huánuco,Pillco Marca,21449,19622,1361,1386,-76.28440676073359,-10.055648915664904
Huánuco,Huánuco,Yacus,1022,1072,1583,1619,-76.50843220493289,-9.940583539948364
Huánuco,Huánuco,San Pablo De Pillao,0,0,4210,4140,-75.95625742249784,-9.700293561498626
Huánuco,Ambo,Ambo,7151,7750,2974,3011,-76.14267251825916,-10.127774415606751
Huánuco,Ambo,Cayna,0,0,1216,1286,-76.38227659798987,-10.21438766545836
Huánuco,Ambo,Colpas,0,0,780,951,-76.46823379639818,-10.25306154055761
Huánuco,Ambo,Conchamarca,0,0,2203,2238,-76.17266156630373,-10.056409228153314
Huánuco,Ambo,Huácar,0,0,3716,3733,-76.2686695111955,-10.214865227947882
Huánuco,Ambo,San Francisco,0,0,794,767,-76.28015913302045,-10.344070477820253
Huánuco,Ambo,San Rafael,1497,1566,2975,2890,-76.14585596809559,-10.331362290637173
Huánuco,Ambo,Tomay Kichwa,0,0,1658,1724,-76.20793297745746,-10.056158227819935
Huánuco,Dos De Mayo,La Unión,2605,2832,537,660,-76.79090369567504,-9.927687540597475
Huánuco,Dos De Mayo,Chuquis,0,0,1547,1817,-76.6233982510515,-9.659724602608293
Huánuco,Dos De Mayo,Marías,0,0,2742,2829,-76.47365996027594,-9.546919915221878
Huánuco,Dos De Mayo,Pachas,0,0,2682,2711,-76.84640346572817,-9.708079103068087
Huánuco,Dos De Mayo,Quivilla,0,0,618,610,-76.70488856755676,-9.58737791575814
Huánuco,Dos De Mayo,Ripán,1498,1674,1035,1113,-76.84288455823958,-9.812878915029842
Huánuco,Dos De Mayo,Shunqui,0,0,809,887,-76.80783205653215,-9.745386665612074
Huánuco,Dos De Mayo,Sillapata,0,0,878,936,-76.77440251007143,-9.792729602788881
Huánuco,Dos De Mayo,Yanas,0,0,1073,1165,-76.73279887971484,-9.710510728237466
Huánuco,Huacaybamba,Huacaybamba,1304,1332,1580,1652,-76.81242260659067,-8.968005578044938
Huánuco,Huacaybamba,Canchabamba,0,0,1267,1451,-77.1064088123322,-8.86787103966671
Huánuco,Huacaybamba,Cochabamba,0,0,847,729,-76.6024980801981,-9.114755852350669
Huánuco,Huacaybamba,Pinra,0,0,3143,3246,-76.99974025856545,-8.916111352307041
Huánuco,Huamalíes,Llata,3828,4279,2569,2727,-76.89285596393994,-9.604144602591276
Huánuco,Huamalíes,Arancay,0,0,682,674,-76.73368787041262,-9.157327101864212
Huánuco,Huamalíes,Chavín De Pariarca,0,0,1845,1948,-76.75005829359198,-9.406388727157974
Huánuco,Huamalíes,Jacas Grande,0,0,2703,2900,-76.67180717020588,-9.514479539349225
Huánuco,Huamalíes,Jircán,0,0,720,692,-76.64003916990936,-9.227441414189855
Huánuco,Huamalíes,Miraflores,0,0,1523,1604,-76.88926978608626,-9.442478476800233
Huánuco,Huamalíes,Monzón,3356,3180,3024,2808,-76.39387025982977,-9.34028422743512
Huánuco,Huamalíes,Punchao,0,0,999,1010,-76.85612591097937,-9.41799122756305
Huánuco,Huamalíes,Puños,0,0,1906,2156,-76.91610443286334,-9.464621101732433
Huánuco,Huamalíes,Singa,0,0,1524,1605,-76.84314661315034,-9.346672852520072
Huánuco,Huamalíes,Tantamayo,0,0,875,902,-76.66920601560793,-9.358972664756635
Huánuco,Leoncio Prado,Rupa-Rupa,25117,26112,959,878,-76.15391202702631,-9.190980995926168
Huánuco,Leoncio Prado,Daniel Alomía Robles,0,0,3192,2950,-75.7625714050127,-9.361390602244455
Huánuco,Leoncio Prado,Hermílio Valdizán,0,0,1808,1667,-75.88671951600865,-9.143565414212446
Huánuco,Leoncio Prado,José Crespo Y Castillo,8434,8495,2868,2352,-76.08137884365016,-8.88778818787452
Huánuco,Leoncio Prado,Luyando,2432,2554,1995,1970,-75.9763444114756,-9.218763664211679
Huánuco,Leoncio Prado,Mariano Damaso Beraun,2094,2269,2855,2830,-76.03681505118595,-9.405373040483397
Huánuco,Leoncio Prado,Pucayacu,0,0,1986,1738,-76.09799187728592,-8.58894742313504
Huánuco,Leoncio Prado,Castillo Grande,6373,6065,604,526,-76.0295050825107,-9.229068558017474
Huánuco,Leoncio Prado,Pueblo Nuevo,0,0,2176,1967,-75.96887559838086,-9.088480684336076
Huánuco,Leoncio Prado,Santo Domingo De Anda,0,0,1349,1178,-75.95105756723356,-8.950956272963566
Huánuco,Marañón,Huacrachuco,2719,2909,4119,4403,-77.17403938832881,-8.593163102245313
Huánuco,Marañón,Cholón,1194,1039,1661,1478,-76.75757014000794,-8.6632817762829
Huánuco,Marañón,San Buenaventura,0,0,1019,1092,-77.1788551064701,-8.805360351349094
Huánuco,Marañón,La Morada,0,0,1521,1269,-76.31963067570794,-8.826094341180863
Huánuco,Marañón,Santa Rosa De Alto Yanajanca,0,0,1213,986,-76.5184019097411,-8.785185436758468
Huánuco,Pachitea,Panao,2338,2510,6180,6421,-75.87877605791013,-10.159376978115006
Huánuco,Pachitea,Chaglla,2234,2106,2985,2778,-75.77225724991328,-9.707665414477248
Huánuco,Pachitea,Molino,2111,2205,3038,3198,-76.06047013733824,-10.010361290441153
Huánuco,Pachitea,Umari,0,0,5459,5596,-76.01807630132154,-9.856498040202354
Huánuco,Puerto Inca,Puerto Inca,2574,2418,2318,2097,-74.94682919488719,-9.282201449687108
Huánuco,Puerto Inca,Codo Del Pozuzo,1240,1162,2669,2030,-75.49166426994071,-9.6699121650143809
Huánuco,Puerto Inca,Honoria,0,0,2649,2165,-74.69027758400969,-8.70548047624294
Huánuco,Puerto Inca,Tournavista,0,0,3056,2391,-74.91518729240116,-9.027992659883296
Huánuco,Puerto Inca,Yuyapichis,0,0,3034,2735,-74.99762441620148,-9.631201289557822
Huánuco,Lauricocha,Jesús,1090,1247,852,1004,-76.74704058022098,-10.207331102198566
Huánuco,Lauricocha,Baños,0,0,949,1007,-76.79247070918989,-10.1259336018542
Huánuco,Lauricocha,Jivia,0,0,491,520,-76.60825272740571,-10.008707040597415
Huánuco,Lauricocha,Queropalca,0,0,513,496,-76.87860831593528,-10.227012665352163
Huánuco,Lauricocha,Rondos,0,0,1698,1897,-76.72330897375976,-9.972475603216452
Huánuco,Lauricocha,San Francisco De Asís,0,0,619,677,-76.626677251919,-9.980802353195998
Huánuco,Lauricocha,San Miguel De Cauri,0,0,3460,2393,-76.6253474061117,-10.295770478075042
Huánuco,Yarowilca,Chavinillo,0,0,2263,2526,-76.5431937154737,-9.78491116491827
Huánuco,Yarowilca,Cáhuac,0,0,544,612,-76.64971404802995,-9.866680664880732
Huánuco,Yarowilca,Chacabamba,0,0,523,587,-76.62527151187797,-9.901402352786306
Huánuco,Yarowilca,Aparicio Pomares,0,0,2243,2492,-76.57341496523752,-9.717052790254002
Huánuco,Yarowilca,Jacas Chico,0,0,537,573,-76.508387225568,-9.88559510273177
Huánuco,Yarowilca,Obas,0,0,1798,2047,-76.66594747921374,-9.803731414523128
Huánuco,Yarowilca,Pampamarca,0,0,515,613,-76.72612334389629,-9.797720665226478
Huánuco,Yarowilca,Choras,0,0,968,1056,-76.57038094852811,-9.898649790155645
Ica,Ica,Ica,73746,75872,360,302,-75.94877682355735,-14.259906232186808
Ica,Ica,La Tinguiña,18059,19090,1191,1234,-75.67403610344569,-13.996392606383637
Ica,Ica,Los Aquijes,9853,10290,918,902,-75.63833331221814,-14.070509856444659
Ica,Ica,Ocucaje,1441,1479,784,688,-75.77588110698157,-14.509162107445263
Ica,Ica,Pachacútec,3509,3612,143,147,-75.65825206736987,-14.153218669505947
Ica,Ica,Parcona,26007,27197,424,419,-75.7116344794583,-14.0637221059404
Ica,Ica,Pueblo Nuevo,2143,2288,965,999,-75.68146889195171,-14.121139669560051
Ica,Ica,Salas,12548,12668,355,196,-75.88026324405735,-13.917365231070505
Ica,Ica,San José De Los Molinos,2830,2916,632,609,-75.6166344530005,-13.859357919032675
Ica,Ica,San Juan Bautista,5926,6386,775,759,-75.7384655450893,-13.989776356593552
Ica,Ica,Santiago,10174,10654,3503,3314,-75.46826393470718,-14.550745108150181
Ica,Ica,Subtanjalla,13171,13962,113,141,-75.88358313785113,-14.049668918785528
